Helpful,StarRatings,Tags,Days,Textual Messages,ID,,Number
1 of 1 people found the following review helpful,5,,"on April 13, 2015","X-posted. Read plenty of online reviews about the Edge before preordering it, most mentioned the ""gimmick"" that is the curved screen because of lack of functionality. To my mind this is a little like saying flat panel computer monitors were a gimmick because they did everything a CRT did -- they showed the picture, after all, they were just skinnier. ""All show, folks, nothing here to see, move along..."" Not so much. Now, what is a gimmick is the software that has been developed in order fend off complaints that the curved screen's real-estate isn't used efficiently. Edge contacts? Not all that essential or useful. Edge notifications? Same deal. What is really impressive is the effect the curved screen has on my viewing experience. One reviewer on another site wrote ""...gives the disturbing impression that the screen is falling away from me."" I balked at this because my experience is precisely the opposite, specifically that the screen is rising up to me. I hesitate to call it a 3D experience because that cheapens a true 3D display through something like MagicLeap, but it truly gives the impression that the screen has depth...because, well, it does. This is particularly noticed when using ""carousels"" to swipe through items on mobile websites & apps, e.g. Netflix. The items roll up one side of the screen then off the other to produce a more immersive experience. Same can be said about scrolling on Web pages while in landscape mode. Another cool/useful effect is when watching videos the ""edge"" is blacked out preventing distortion of the image but also provides a little extra screen space for widescreen movies. Also when swiping down to check notifications/battery life the notification & progress bar make use of the edge; in effect using less screen space & obscuring less of the video. The QHD display is also excellent with no pixellation visible under a hand lens. Enough about the screen. Processor & RAM make Android 5.0 run like a dream. I owned an S5 before picking up this gem & seriously regretted updating to Lollipop because the S5 just didn't handle it well -- abominable battery life, laaaaag, & it required multiple restarts through the day. None of these problems are evident on the S6. Battery life is good, but not excellent. Can stream videos for about six hours before it needs to be charged & survives a typical day with intermittent usage for ten to twelve hours. The real improvement here is the inclusion of wireless charging. I decided to forego the add-on backplate/battery for the S5 so I picked up a few wireless charging options this go around & I'm thrilled with the functionality. I have one in my car, on the end table, the bedside table & my desk. The convenience of being able to just drop/dock-&-go cannot be overstated & as a result my battery is seldom below 70%. The only improvement I can imagine is if they could figure out how to make my body a wireless charger. TouchWiz is a bit of a let-down, but not significantly so. It is stripped down so I'm not completely inundated with an UI that had the feeling of being added to with each iteration to ""improve"" it, as if adding every spice in the cupboard makes for a better soup. The app drawer is my biggest irritation because it is entirely inconvenient. Newly installed apps are added to the end of the list but apps can be sorted into alphabetical order by touching the A-Z at the top of the list. Now why is this irritating? First, it needs to be done each time you install an app. Second, while you can customize the app list to include your most frequently accessed apps on the first page so you don't have an entire screen dedicated to app icons that should properly be housed in the app drawer, the customization process is poorly designed, unintuitive & languid in end-user implementation. Third, after spending a great deal of time customizing the first page of the app drawer the next time you want to sort your apps alphabetically you lose all of your customization. Like ev",Amazon Customer,Samsung_S6,1063
2 of 2 people found the following review helpful,3,,"on April 20, 2015","I purchased mine from best buy on second s6 edge Fast charging not working on my phone it works on regular s6, but not the edge, called samsung they said return it.",jamie,Samsung_S6,1064
3 of 4 people found the following review helpful,1,,"on August 20, 2015","I want to give this phone more stars. Anyone who says the Edge's functionality is worthless, I actually love the favorite contacts. The time and news snippets, not so much, I'll give you that. Overall, I like the experience. It does get a bit slow with use, but what phone doesn't. What really makes me give it a one star, I have gone through 3 phones already. All broken. Any jar to edge of the screen shatters the entire screen. My first phone lasted me from April when it was released to the end of July. It fell not more than 2 inches of the ground and shattered the screen. It had a case and screen protector on it. Next break was while I was on vacation. Two weeks into the replacement and it breaks with a case on it as well. This last time, I received it on Tuesday, not more than 24 hours later, the cat knocked it off my night stand onto our carpeted bedroom floor, shattered the screen. I had a Spigen Tough Armor case on it with screen protector. I have never broken a phone until this phone. I emailed and tweeted to Samsung with absolutely no response. Terrible Customer Service from them! And not a well thought out design for the phone.",heatherboyer9,Samsung_S6,1065
1 of 1 people found the following review helpful,5,,"on May 18, 2015","I've been using this phone for about a month and can safely say Samsung absolutely nailed it. The screen, performance, and build quality are just amazing and the camera is ridiculously good to where I just can't see using my point and shoot anymore. Seems like battery life differs from person to person and it is highly dependent on location and use, but for me it's been fantastic. Light years better than my old Galaxy S3. I consistently end the day around 65% where I could barely get through a day on my old phone. I ended up getting an external battery just in case but haven't needed to use it. The ""edge"" part of the phone really serves no purpose other than looking cool; for me it was worth the extra money. The non-edge looked too much like my old S3. I did a lot of research before deciding on this phone and I'm confident I made the right choice.",Yoshi,Samsung_S6,1066
2 of 2 people found the following review helpful,3,,"on May 6, 2015","Its ok, sprint disabled some of key features I expected the phone to have",Saad,Samsung_S6,1067
1 of 1 people found the following review helpful,5,,"on August 31, 2015",I've had my phone for a few months now. I have been an iPhone user since the first one came out. This was my first android phone. I must say i'm very happy with it. I love the edge feature. I mainly use it for the clock feature. The camera is amazing quality compared to the iPhone. The battery life last me all day and charges quickly. I recommended this phone to a friend who then later bought it and was happy with his as well. I highly recommend this phone.,Jenny,Samsung_S6,1068
1 of 1 people found the following review helpful,5,,"on June 23, 2015",I won't write you an entire novel on this phone. Bought this phone for my wife and she was coming from a Iphone 5s. She loves it and all the features on it. Now the Edge stuff is just for fancy reasons and really hasn't reach it's full potential. The camera is amazing and like any other smart phone is fast smooth and responds quickly. I will update if the phone decides to mess up but for now it's great.,Behdad Sassani,Samsung_S6,1069
1 of 1 people found the following review helpful,4,,"on July 14, 2015",I gave it 4 stars because it heats up pretty quickly and the battery seems to last no longer than 6 hours. Otherwise the phone is VERY fast and durable. My advice to you is if your more interested in the design then go ahead and order it. But if you want the same performance and a couple hundred cheaper phone go for the s6,azmi,Samsung_S6,1070
1 of 1 people found the following review helpful,5,,"on June 11, 2015",Best Phone Ive ever purchased. I normally upgrade to a new phone every 3-6 months but I'll be keeping this one for awhile. Ive heard people mention the battery is only so-so but my experience is around 6 hours of screen on time which is great in this day in age.,DLR,Samsung_S6,1071
,5,,"on April 10, 2015","Wow, what a difference a year makes. While last year's S5 took many steps in the right direction(being somewhat waterproof with better material and craftsmanship), it still wasn't there to make it a mouth-watering phone yet, like what HTC did when they first introduced their One M7, or whenever Apple introduces a new iPhone size. This year, Samsung has finally learned from both of their competitors, and made a phone that has all the good qualities of both, plus some of their own. Finally, this is the Galaxy S that you've always wanted and been dreaming of. * LOOKS/FORM-FACTOR/MATERIALS: The very first thing you notice when you handle the phone, is its new design and form factor - finally Samsung has completed their transformation of getting rid of all that ugly plastic parts. Now it is just all glass and metal, and now it is truly beautiful. The metal fully wraps around the edges ofthe phone. The back is beautiful, the sides are beautiful - heck, even the buttons are beautiful. It feels great in the hand, and oozes style and sophistication. The S6 Edge is just so unique-looking - it is the most beautiful phone I've seen in a long time. And contrary to what people might say or what you might think, the two sloped edges are not awkward to handle, does not dig into your skin, and is not uncomfortable to grip. * SCREEN: The very next thing you notice, of course, is the screen. I am continually pleasantly surprised at the evolution of Samsung's AMOLED technology - it has now became the best screen in the industry, hands down. I used to defend the LCD technology of the HTC M7, and at that point it was in fact overall superior to the Samsung S4 because the AMOLED then had issues in the sun, and color reproduction(it was too saturated and not natural). But now, they have fixed those issues, and the S6's screen is just quite simply the best. If you don't believe it, just compare an LG/Samsung OLED TV to any LED TVs today. I still think 5.1 inches for a screen of a PHONE is still too big, but overall, for what smartphones represent nowadays, it is acceptable - we have conditioned ourselves to accept the bigger sizes of smartphones(I remember when I first held a 4.2"" smartphone when it first came out - the HTC HD2 - and thought, ""what the h3ll is this monstrosity??""). * It doesn't hurt that Samsung boosted up the resolution to 1440 x 2560 pixels, which is approximately 577 ppi in pixel density. Although this is quite overkill right now, it's always nice to have the latest and greatest technology - that's the reason why we buy these overpriced phones in the first place, isn't it? It is also very bright, and sunlit legibility is excellent. Color reproduction is quite accurate, and like the S5, you can choose different color modes to suit your liking. *BATTERY LIFE: An important aspect to discuss is the battery life, now more than ever because there is no removable back cover to make replacing the battery easily like before, not to mention there is no microSD slot for you to add memory space to your phone. Comparatively, the S6 Edge is supposed to last a little less than the S6 regular, which I've read is less than last year's S5. But I'm one of those who are always around a charger, and I always carry external battery packs in my backpack when I travel, so that's never a concern. Seriously, who even buys an extra battery anymore - which you can only use for a single specific phone model - when your external battery can charge ANY and ALL phones and tablets?? This scenario only makes sense if your work is so demanding that you don't have extra time to charge the phone, and need to swap batteries IMMEDIATELY. I don't think that scenario is realistic nowadays when external batteries are so small, light, and cheap. My S6 goes from 100% at 10 am to about 20% at 10 pm with moderate use - so no complaints there. I get home, plug it up, and there are no issues. * What's better this year, is the wireless charging standards are already built into th",Johnny Amazon®,Samsung_S6,1072
1 of 1 people found the following review helpful,5,,"on June 20, 2015","Great phone with a stunning new design. completely changed the game with aluminum frame and glass front/back. The edge looks stunning. The camera is amazing front and back. The 64 bit processor is super snappy, and screen is the best on the market.",BG TechLife,Samsung_S6,1073
2 of 3 people found the following review helpful,1,,"on July 17, 2015","This phone is junk! I love love love it and always had Samsung but this will be my last Samsung phone. Seems already having beginning of screen burn in like my s5 did in 4 months. I've had 3 warranty replacements through AT&T all with pink uneven tint in the screen best seen in lower light and looking dead on at it. Best Buy sent back a whole batch in St. Louis after I returned my first one that was SO PINK ON BOTTOM OF THE SCREEN THAT THEY COULDN'T DENY, then opened 3 boxes to find they were ALL bad and wouldn't open anymore and said whole batch would be bad. Then I went to AT&T to purchase because I was DETERMINED to have this beautiful phone! Only thing I got there was a little less pink and a few reps refusing to admit that they see it! Took a few times going to several corp stores to get the right person to see and admit defect! Then they said had ONE more in stock powered it up to a white screen and they said themself ""well this one looks worse than yours, I wouldn't exchange"" oh, lol so now you see it! Samsung and AT&T deny any ""known"" issue with this, well Google it ppl there are SO many ppl on xda 89 pages of ppl with the same issue! Besides taking 3 back to the store and the 3 warranty now I'm dealing with asurion since my son did what I felt like doing myself and busted it. So now asurion has sent 3 scratched ones, 2 pink ones, and one that looked like it had paint run under the glass! I've had brand new s6 edge 64 gb gold out of the box new that had the hole in the glass for the camera on front SO far off I wander where do they do that at lol! QC went out the window on a great phone because they rushed through them when running out of particular models sooner than expected. Take a good look at your screen ppl when it's on white or light gray background. I'm typing on one right now that has 2 bright streaks horizontally in the middle. Once seen cannot be unseen! But now I'm dealing with asurion and wanting a new one which they say everyone does but I want a new one not just because my device was new but because I want a fresh batch to see if it's possible that Samsung fixed what the cause of this hardware defect is in production because regardless if they admit it, it's a VERY known issue and had the whole stock of St. Louis, MO area which is large sent back! Oh, they know! I wish I could off just passed on the beautiful phone and stuck with my great s5 that is dust and water resistant and now running great after update. Has extra battery in my purse. And 64 gb sd card so if it got smashed whatever pics on that card would still be safe if card was not damaged. Makes me wander where if I don't back up every pic via internet would my pics end up of this phone took a dive in the pool? Recently had my kids at the pool and kept this SO far from water and put up getting VERY few pics wandering at that time why I'd ever pay so much for SO much less functionality/practicality that is only going to be covered up by a case anyway! I have a clear one on now to enjoy the beautiful phone but really it's not all that!",Stephanie C.,Samsung_S6,1074
2 of 3 people found the following review helpful,2,,"on July 6, 2015","This is an awesome looking phone. The sound quality is truly HD. Plus, with 128gb internal storage I was sure that I could do anything with this behemoth. Samsung through in some extras like: free Themes, a free One Drive account, and a heart rate/ pulse oximeter (reads the O2 saturation in your blood). I have had the phone for 3 days and it constantly over heats to an astounding 168 degrees even when I wasn't charging it. The battery life was horrible and because of the overheating issue the phone had tremendous lag. The 64bit Octa Core Processor was overworked while browsing, playing games, listening to music, and not to mention multi-tasking (as it was meant to do). I have young children and the phone was a burn hazard. My family and friends were at risk every time they viewed their favorite videos or scroll through the photo album or used the device for calls. I tried downloading apps to boost the phone and cool it down but none of them worked. On top of the regular power saving mode Samsung installed an ""Ultra Power Saving Mode"" to extend the battery life even further. In this mode several key features are disabled and you can still make and receive calls and messages. The only time the device was safe to use was when it was in Ultra Power Saving Mode. To sum it up. I would not recommend this device to anyone. This was Samsung's ""Flagship"". Wait until the S7 comes out and Samsung has had a chance to work on the safety issues. P.S. Samsung was aware of the safety concerns and failed to address the issue. The Galaxy series has had heating issues in the past. In the S6 the battery and processor don't have a way to breath. So, as this electronic device does what it is designed to do it creates heat. For electronics to work properly there must be proper ventilation. Samsung failed to respect this common factor neglecting to include a way for the heat to escape. Users can no-longer remove the back cover to remove the battery neither are there any slits for air to circulate. Samsung designed the device to be water resistant and dangerous.",N,Samsung_S6,1075
2 of 3 people found the following review helpful,5,,"on May 18, 2015","My original post is below this update. I originally gave my new Edge phone 2 stars because of all of the issues it had.. the inverted camera.. being told it was not a software, easily fixed problem.. and how the auto rotation didn't work. BUT! Samsung has fixed all of the issues and so I changed my rating to 5 stars because I absolutely love my phone. I love the quality... the feel of it.. I love the edge vs. the regular S6.. I love the gold color. I'm very happy with my phone. It has amazing features.. the graphics are awesome.. Love it! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ SOOOO DISAPPOINTED! Don't get me wrong.. the sleek design.. the new features.. are excellent! BUT.. the camera is upside down. Everything, the camera and keys are all inverted. It makes it very difficult to take pictures. When I called customer service for Samsung, they told me I was the ""first person with this problem"".. (not!).. and told me the only thing they would do is have me send it in to them and they'll send me out a refurbished phone. My phone is less than a week old, and they want me to be happy with a refurbished one? (not!) After contacting the Verizon store where I purchased the phone, they told me they can order me a new Edge S6 phone, BUT.. I will not get a new 14 day warranty. SO! If it takes more than 10 days for them to receive the new order, I don't even have 5 minutes of warranty on the new phone and no one can guarantee me that the new phone will work. If you google about the camera being inverted, there are a LOT of unsatisfied customers with the same complaint. And while I absolutely love the graphics, design, ease of use.... I can not have an upside camera. So, I'm returning my Edge and going back to my old phone. IF they ever fix the inverted camera issue, I'll be the first one in line to purchase one again. Verizon is saying it is a hardware issue, so the fix is in getting a new phone. They said it's not going to be a simple software update issue to fix the inverted camera. At least that's what one Verizon employee told me. I'm very disappointed with the customer service and refusal to give me a new 14 day warranty with a new phone.. especially knowing this phone has issues. I purchased the 64 gb, gold Edge phone.",Amazon Customer,Samsung_S6,1076
2 of 3 people found the following review helpful,5,,"on May 4, 2015","Before I start this review I must admit that I absolutely disliked Samsung devices prior to this phone. With a cluttered software that only caused frustration while using their phone on a daily basis, I stayed away from Samsung when it came to cellular devices. However with the new S6, Samsung has promised that they have toned down their software, also known as Touchwiz by 40%. A promise of no lag experience and a simpler UI, Samsung plans to win back their older fans and rise back to the top. Did they achieve their goals? Let's find out. Pros Display - With a Quad HD super AMOLED display, there is not a single phone in the industry as of now that can compete. With a pixel density of 577 pixels per inch, this is the most vibrant and beautiful display you can acquire. The colors are accurate, the white can be somewhat on the yellow side but that can be altered through the settings. With auto brightness, the screen can go as bright as 600 nits, which makes it extremely easy to read under bright lights. The screen itself is 5.1 inches but almost creates a no bezel experience due to the edge screens. Design - This has to be the most improved category for Samsung. As a company Samsung has always functioned under the philosophy of function over aesthetics. However after a disappointing year last year, Samsung reevaluated their approach as a company. They have thrown aside the plastic builds of past phones and has finally entered the world of premium and luxury. With a gorgeous pair of Gorilla glass 4 covering both the front and back of the phone, it creates a seamless feel on the hand like none other. Both pieces of glass are secured in place by a beautiful Aluminum outer rim that feels cold to the touch every time you pick it up.The buttons are snappy and very clicky and the edges of the outer aluminum rim are polished. Samsung has put great attention to detail that matches and reflects the quality of finishing as other luxurious jewelry. Thanks to the bent edges, the phone feels very slim.However one drawback of the glass body is that it picks up a lot of fingerprints. Luckily if you prefer the white color variation, the finger prints do not show at all. So if you are someone like me who does not like cases on their phones, the white color is the safest bet which is I personally purchased the white variation myself. Performance - What an improvement did Samsung make. With their new iteration of Touchwiz software, samsung had shed off over 40% of bloatware and created an almost lag free experience. I mention lag free because when the phone is in use for longer periods of time, it can become warm and causes lag here and there, but not a deal breaker. I like to be honest so I mention everything. Multitasking has never been better. Even though it is a small real estate in terms of screen size, running two programs at once is completely lag free and enables you to take care of various tasks and save time. Camera - This camera is hands down the best camera in phones as of now. The colors are crisp, the details it captures are astonishing, and most importantly it is fast. The interface itself is very minimal. With double clicking on the home button, it opens up the camera under 0.5 seconds. The software itself is so good, if you are someone who just prefers a camera for point and shoot, I feel very comfortable in saying this phone will replace any cameras you have lying around the house for that purpose (Disregard DSLR cameras etc.). With the addition of f1.9 lens, lowlight pictures are better than ever. Even though they tend to be over exposed, the picture itself comes out very clear. This is an incredible camera and I cannot stretch that enough. I've had people mistake my pictures for DSLR, yup it's that good. My only beef is the front facing camera (FFC abbreviated). Even though the FFC is really good in it's own right, the software tends to create a air brushed finish when taking selfies. This causes a somewhat unnatural look on your",Sayeef Khan,Samsung_S6,1077
2 of 3 people found the following review helpful,5,,"on April 13, 2015","X-posted. Wish all of these carriers/colors/memory existed on one page. *nudge amazon* Read plenty of online reviews about the Edge before preordering it, most mentioned the ""gimmick"" that is the curved screen because of lack of functionality. To my mind this is a little like saying flat panel computer monitors were a gimmick because they did everything a CRT did -- they showed the picture, after all, they were just skinnier. ""All show, folks, nothing here to see, move along..."" Not so much. Now, what is a gimmick is the software that has been developed in order fend off complaints that the curved screen's real-estate isn't used efficiently. Edge contacts? Not all that essential or useful. Edge notifications? Same deal. What is really impressive is the effect the curved screen has on my viewing experience. One reviewer on another site wrote ""...gives the disturbing impression that the screen is falling away from me."" I balked at this because my experience is precisely the opposite, specifically that the screen is rising up to me. I hesitate to call it a 3D experience because that cheapens a true 3D display through something like MagicLeap, but it truly gives the impression that the screen has depth...because, well, it does. This is particularly noticed when using ""carousels"" to swipe through items on mobile websites & apps, e.g. Netflix. The items roll up one side of the screen then off the other to produce a more immersive experience. Same can be said about scrolling on Web pages while in landscape mode. Another cool/useful effect is when watching videos the ""edge"" is blacked out preventing distortion of the image but also provides a little extra screen space for widescreen movies. Also when swiping down to check notifications/battery life the notification & progress bar make use of the edge; in effect using less screen space & obscuring less of the video. The QHD display is also excellent with no pixellation visible under a hand lens. Enough about the screen. Processor & RAM make Android 5.0 run like a dream. I owned an S5 before picking up this gem & seriously regretted updating to Lollipop because the S5 just didn't handle it well -- abominable battery life, laaaaag, & it required multiple restarts through the day. None of these problems are evident on the S6. Battery life is good, but not excellent. Can stream videos for about six hours before it needs to be charged & survives a typical day with intermittent usage for ten to twelve hours. The real improvement here is the inclusion of wireless charging. I decided to forego the add-on backplate/battery for the S5 so I picked up a few wireless charging options this go around & I'm thrilled with the functionality. I have one in my car, on the end table, the bedside table & my desk. The convenience of being able to just drop/dock-&-go cannot be overstated & as a result my battery is seldom below 70%. The only improvement I can imagine is if they could figure out how to make my body a wireless charger. TouchWiz is a bit of a let-down, but not significantly so. It is stripped down so I'm not completely inundated with an UI that had the feeling of being added to with each iteration to ""improve"" it, as if adding every spice in the cupboard makes for a better soup. The app drawer is my biggest irritation because it is entirely inconvenient. Newly installed apps are added to the end of the list but apps can be sorted into alphabetical order by touching the A-Z at the top of the list. Now why is this irritating? First, it needs to be done each time you install an app. Second, while you can customize the app list to include your most frequently accessed apps on the first page so you don't have an entire screen dedicated to app icons that should properly be housed in the app drawer, the customization process is poorly designed, unintuitive & languid in end-user implementation. Third, after spending a great deal of time customizing the first page of the app drawer the next time you want",Amazon Customer,Samsung_S6,1078
2 of 3 people found the following review helpful,5,,"on April 10, 2015","The choice to go with Glass and Aluminum makes this phone's appearance and quality appear to be much better than previous models. The button layout is still the same as older Galaxy models but the button presses now have a reassuring click. The frame is still similar to the other styles as it remains curved. The back gorilla glass is not removable and no longer allows for additional storage or easy battery replacements. The camera sticks out quiet a bit and creates a noticeable bulge on the back of the phone. The glass crystal that should protect the camera is not as strong as the sapphire module found on the iPhone line. The S6 is so lightweight and has a slight slippery feel to it. These are some of my first impressions, but I will break it down more in the rest of the review. Display: The 5.1 inch display is a good size for those who don't want a huge phone, but want a nice size screen. It's a quad-HD 2560X1440 resolution which works out to be 577 pixels per square inch. It has a wonderful display with deep blacks and highly vivid colors. You can always change the saturation to tune the color to your preference. It's incredible to watch with it's 2K resolution. The game play on this is awesome as the screen comes to life. It's bright enough to view in outside sunlight, although you get some glare on the screen. The screen is very sensitive to touch, but that's not always a bad thing. Hardware: The processor Exynos 7420 2.1ghz of performance with 3gb ram minimizes lag with lighting fast reactions from one task to the next. Mali graphics processor really enhances game play. The S6 is missing any expansion slots for external micro sd cards. The base storage for this phone is 32gb, with 64gb and 128gb available as a separate model. It's not upgradeable and you've got to decide what storage needs you have before purchase. It does have the best speakers Samsung has ever put out in the past. They are bottom facing speakers and don't give you as much sound as a rear or forward facing speaker would, but it does have a clear loud sound. The S6 has a much better heart rate monitor than other galaxy's, because of the placement of it. The finger print sensor is now a press type not a swipe type. It works much better than previous models. You can wake the phone while pressing and it unlocks the phone quickly when done as one motion. Battery: The battery is smaller than before at 2600mAh. It should be good for all day for most users. However some users may find it needing to be charged during the day. The s6 does support wireless charging. You can set power saving modes at different battery levels to help you get all day on a single charge. Power saving mode will reduce screen brightness, limit CPU performance, reduced frame rate, turn off touch key light, disable vibration and reduce time before the time is turned off after notifications. I really wish they would have improved the battery and given it a bigger battery capacity. This is potentially the biggest disappointment with the phone for me as I am a heavy user. Camera: The 16 megapixel camera on the back is an improvement as well as the 5 megapixel front facing camera. The camera has a Pro mode which adds extra features and effects. The ability to adjust the focus of a shot is great, you can even change it after the fact. It has good low light photo taking ability with both cameras. Video is available is slow mode as well as 4K, but you cannot benefit from HDR as you would in 1080p. HDR auto appears to be to light when you view your photographs. It does create stunning photos in regular lighting conditions. It features motion tracking and auto focus and keeps the image steady with out tapping the screen to refocus. This is the best camera on a Samsung model to date. Software: Touch wiz works flawlessly and the OS seems smooth thanks to the new hardware. Wiz no longer has those annoying sounds, just simple clicks. The setting screen is now decluttered and simpler to use. The lollipo",Justin D Blackburn,Samsung_S6,1079
4 of 6 people found the following review helpful,5,,"on April 10, 2015","Wow, what a difference a year makes. While last year's S5 took many steps in the right direction(being somewhat waterproof with better material and craftsmanship), it still wasn't there to make it a mouth-watering phone yet, like what HTC did when they first introduced their One M7, or whenever Apple introduces a new iPhone size. This year, Samsung has finally learned from both of their competitors, and made a phone that has all the good qualities of both, plus some of their own. Finally, this is the Galaxy S that you've always wanted and been dreaming of. * LOOKS/FORM-FACTOR/MATERIALS: The very first thing you notice when you handle the phone, is its new design and form factor - finally Samsung has completed their transformation of getting rid of all that ugly plastic parts. Now it is just all glass and metal, and now it is truly beautiful. The metal fully wraps around the edges ofthe phone. The back is beautiful, the sides are beautiful - heck, even the buttons are beautiful. It feels great in the hand, and oozes style and sophistication. The S6 Edge is just so unique-looking - it is the most beautiful phone I've seen in a long time. And contrary to what people might say or what you might think, the two sloped edges are not awkward to handle, does not dig into your skin, and is not uncomfortable to grip. * SCREEN: The very next thing you notice, of course, is the screen. I am continually pleasantly surprised at the evolution of Samsung's AMOLED technology - it has now became the best screen in the industry, hands down. I used to defend the LCD technology of the HTC M7, and at that point it was in fact overall superior to the Samsung S4 because the AMOLED then had issues in the sun, and color reproduction(it was too saturated and not natural). But now, they have fixed those issues, and the S6's screen is just quite simply the best. If you don't believe it, just compare an LG/Samsung OLED TV to any LED TVs today. I still think 5.1 inches for a screen of a PHONE is still too big, but overall, for what smartphones represent nowadays, it is acceptable - we have conditioned ourselves to accept the bigger sizes of smartphones(I remember when I first held a 4.2"" smartphone when it first came out - the HTC HD2 - and thought, ""what the h3ll is this monstrosity??""). * It doesn't hurt that Samsung boosted up the resolution to 1440 x 2560 pixels, which is approximately 577 ppi in pixel density. Although this is quite overkill right now, it's always nice to have the latest and greatest technology - that's the reason why we buy these overpriced phones in the first place, isn't it? It is also very bright, and sunlit legibility is excellent. Color reproduction is quite accurate, and like the S5, you can choose different color modes to suit your liking. *BATTERY LIFE: An important aspect to discuss is the battery life, now more than ever because there is no removable back cover to make replacing the battery easily like before, not to mention there is no microSD slot for you to add memory space to your phone. Comparatively, the S6 Edge is supposed to last a little less than the S6 regular, which I've read is less than last year's S5. But I'm one of those who are always around a charger, and I always carry external battery packs in my backpack when I travel, so that's never a concern. Seriously, who even buys an extra battery anymore - which you can only use for a single specific phone model - when your external battery can charge ANY and ALL phones and tablets?? This scenario only makes sense if your work is so demanding that you don't have extra time to charge the phone, and need to swap batteries IMMEDIATELY. I don't think that scenario is realistic nowadays when external batteries are so small, light, and cheap. My S6 goes from 100% at 10 am to about 20% at 10 pm with moderate use - so no complaints there. I get home, plug it up, and there are no issues. * What's better this year, is the wireless charging standards are already built into th",Johnny Amazon®,Samsung_S6,1080
6 of 9 people found the following review helpful,5,,"on April 10, 2015","I originally picked up this Galaxy S6 Edge because of the unique look; but, the more I use it, the more I like it! I've been using Samsung Galaxy phones for several years now; but, I was seriously considering moving on to a competitor until I saw the new S6 Edge. Let me say that this phone not only looks great - it backs up the looks with a fantastic phone! [*** Curved Edge ***] The S6 is an awesome phone, but is the curved edge worth the extra cost? Personally, I see 4 advantages to the curved edge: 1) It looks cool! If you're looking for a unique phone, then this is one of the most unique designs on the market. 2) The alarm clock feature is awesome! I've been using my phone as an alarm clock (like most people), but I've also missed being able to glance over to see the time. (I mean, who doesn't want to confirm that they still have 5 more hours of sleep?) If you consider that a docking alarm clock can easily cost $100 - then this phone starts to seem like a better deal. 3) Without a case, this phone is a little awkward to pick up off a table; but, with a case it's actually easier to hold and handle. This is definitely something I wasn't expecting. 4) The phone feels extremely thin with the curved edge! As a result, it fits great in my pocket and is easy to hold. There are some other features that the curved edge offers (like the colored contact notifications) - but I haven't found them to be overly useful. On top of that, it does tend to be more reflective outside since there are 3 angles catching the sun. I'm glad I went with the Edge, but I can see how that could be a pro or a con depending on who is looking at it. >>> [*** Update 4/19/2015 ***] <<< Finding a screen protector for the Edge turned out to be a bit harder than I expected - and I finally got sick of the one that I initially got with the phone and tried some others. Anyway, if you are looking for a good screen protector, I would highly recommend trying the IQ Shield LiQuidSkin protector. It does a great job of protecting the screen without interfering with the curved edge. [*** Wireless Charging ***] Even with my S5, I used a Qi Receiver Card - and I have to admit that wireless charging is extremely convenient. Fortunately, the S6 has wireless charging built in - and I definitely recommend giving it a try if you get this phone! The main things to keep in mind with wireless charging are: 1) Thick cases do negatively impact wireless charging - so I'd recommend a case that isn't overly bulky. (There are lots of protective cases for the S6 edge that aren't bulky: like the Spigen Neo Hybrid case.) 2) Even though wireless charging is extremely convenient, it's definitely slower than wired charging - so it's not great for a quick charge if you're nearing empty. Personally, I keep a wireless charging pad on my desk at work and by my nightstand. I can just drop the S6 on the charger whenever it looks like the phone is going to start running low. The wireless charging on this phone is more sensitive, and works far better, than using a Qi adapter with the S5 phone. [*** Wired Charging ***] Although I prefer wireless charging, the wired charging performance of the S6 Edge is amazing! When you use wired charging devices, be sure to verify that they're compatible with the Quick Charge 2.0 standard. With my Quick Charge Car Charger, I can get from empty to half full in a matter of minutes! [*** Non-Removable Battery ***] This phone does NOT have a removable battery, so battery life is more important than ever. So far, the S6 Edge seems to have pretty comparable battery life to my previous Galaxy S5 - although I have't done any scientific testing. When combined with the convenience of wireless charging, the battery life isn't an issue at all for me. Having said that, the bigger issue is that I can't easily replace the battery if it dies. Last year, both my phone and my wife's required a battery replacement; and, although it's possible with the S6 Edge, it's definitely not as eas",D. Matheny,Samsung_S6,1081
